Technique ID,Technique Name,Sentences
T1587,Develop Capabilities,15. Develop Capabilities attackers may use malware that is specifically designed to target industrial control systems (ICS) or other critical infrastructure.
T1587,Develop Capabilities,16. Develop Capabilities attackers may use social engineering techniques to gain physical access to the target organization's facilities.
T1587,Develop Capabilities,17. Develop Capabilities attackers may use advanced threat intelligence to identify vulnerabilities and potential targets.
T1587,Develop Capabilities,18. Develop Capabilities attackers may use custom-built tools and frameworks to carry out their attacks and avoid detection.
T1587,Develop Capabilities,19. Develop Capabilities attackers may use advanced persistence techniques to maintain access to the target organization's systems over long periods of time.
T1587,Develop Capabilities,20. Develop Capabilities attackers may use deception techniques to mislead network defenders and throw them off their trail.
T1587,Develop Capabilities,21. Develop Capabilities attackers may use lateral movement techniques to move laterally across the target organization's network and gain access to additional systems.
T1587,Develop Capabilities,22. Develop Capabilities attackers may use polymorphic malware that changes its code to evade detection by security tools.
T1587,Develop Capabilities,23. Develop Capabilities attackers may use steganography to hide their malicious code or data within seemingly innocuous files or images.
T1587,Develop Capabilities,24. Develop Capabilities attackers may use custom-built malware that is specifically designed to evade detection by sandboxing technologies.
T1587,Develop Capabilities,25. Develop Capabilities attackers may use targeted attacks that are designed to compromise specific individuals or departments within the target organization.
T1587,Develop Capabilities,26. Develop Capabilities attackers may use sophisticated phishing attacks that combine social engineering and technical exploits to achieve their objectives.
T1587,Develop Capabilities,27. Develop Capabilities attackers may use custom-built command-and-control (C2) infrastructure that is resilient to takedown attempts.
T1587,Develop Capabilities,28. Develop Capabilities attackers may use fake job postings or other lures to entice potential victims into divulging sensitive information or installing malware.
T1587,Develop Capabilities,29. Develop Capabilities attackers may use advanced social engineering techniques to build trust with their targets and increase their chances of success.
T1587,Develop Capabilities,30. Develop Capabilities attackers may use advanced malware that is capable of evading even the most sophisticated security measures.
T1587,Develop Capabilities,31. Develop Capabilities attackers may use watering hole attacks to compromise trusted websites and infect
T1588,Obtain Capabilities,1. The Obtain Capabilities attacker uses social engineering techniques to gain access to sensitive information.
T1588,Obtain Capabilities,2. This attacker will often target low-level employees with phishing emails in order to gain a foothold in the network.
T1588,Obtain Capabilities,3. The attacker will leverage open-source intelligence to gather information about the target before launching an attack.
T1588,Obtain Capabilities,4. The Obtain Capabilities attacker will attempt to identify vulnerabilities in the target's security posture.
T1588,Obtain Capabilities,5. This attacker may use password spraying techniques to gain access to user accounts.
T1588,Obtain Capabilities,6. The attacker may use brute-force attacks against weak passwords.
T1588,Obtain Capabilities,7. This attacker may use malware to compromise systems and gain access to sensitive information.
T1588,Obtain Capabilities,8. The attacker may use remote access tools to maintain a persistent presence on the target's network.
T1588,Obtain Capabilities,9. This attacker will often use steganography techniques to hide malware or other malicious payloads.
T1588,Obtain Capabilities,10. The attacker may use DNS tunneling to exfiltrate data from the target's network.
T1588,Obtain Capabilities,11. This attacker may use a combination of social engineering and technical attacks to achieve their goals.
T1588,Obtain Capabilities,12. The attacker may use compromised third-party systems as a stepping stone to reach the target network.
T1588,Obtain Capabilities,13. The attacker may use compromised credentials to move laterally within the target's network.
T1588,Obtain Capabilities,14. The Obtain Capabilities attacker may use zero-day exploits to compromise systems that are not yet patched.
T1588,Obtain Capabilities,15. The attacker may use fileless malware to evade detection by security tools.
T1588,Obtain Capabilities,16. This attacker may use spear-phishing emails that are tailored to specific individuals within the target organization.
T1588,Obtain Capabilities,17. The attacker may use advanced persistent threats to maintain a long-term presence on the target network.
T1588,Obtain Capabilities,18. This attacker may use command and control servers to communicate with compromised systems within the target network.
T1588,Obtain Capabilities,19. The attacker may use rootkits to maintain persistence on compromised systems.
T1588,Obtain Capabilities,20. The Obtain Capabilities attacker may use man-in-the-middle attacks to intercept and modify data in transit.
T1588,Obtain Capabilities,21. The attacker may use denial-of-service attacks to disrupt the target's operations and distract defenders.
T1588,Obtain Capabilities,22. The attacker may use insider threats to gain access to sensitive information or systems.
T1588,Obtain Capabilities,23. The Obtain Capabilities attacker may use ransomware to extort the target organization.
T1588,Obtain Capabilities,24. The attacker may use watering hole attacks to compromise systems of interest.
T1588,Obtain Capabilities,25. The attacker may use fake login pages to steal credentials from unsuspecting victims.
T1588,Obtain Capabilities,26. The attacker may use voice phishing (vishing) attacks to gain access to sensitive information.
T1588,Obtain Capabilities,27. The Obtain Capabilities attacker may use USB drop attacks to deliver malware to target systems.
T1588,Obtain Capabilities,28. The attacker may use side-channel attacks to extract sensitive information from target systems.
T1588,Obtain Capabilities,29. The attacker may use mobile malware to compromise devices used by target individuals.
T1588,Obtain Capabilities,30. The attacker may use fileless malware to compromise systems without leaving any traceable artifacts.
T1588,Obtain Capabilities,31. The Obtain Capabilities attacker may use advanced malware obfuscation techniques to evade detection by security tools.
T1588,Obtain Capabilities,32. The attacker may use reverse engineering techniques to discover vulnerabilities in target software.
T1588,Obtain Capabilities,33. The attacker may use wireless network attacks to gain access to target systems.
T1588,Obtain Capabilities,34. The attacker may use botnets to launch distributed denial-of-service attacks against the target.
T1588,Obtain Capabilities,35. The Obtain Capabilities attacker may use spear-phishing emails that appear to come from trusted sources.
T1588,Obtain Capabilities,36. The attacker may use memory injection attacks to run malicious code within target processes.
T1588,Obtain Capabilities,37. The attacker may use social media platforms to gather intelligence about target individuals.
T1588,Obtain Capabilities,38. The attacker may use web application attacks to compromise target systems.
T1588,Obtain Capabilities,39. The attacker may use SQL injection attacks to gain access to target databases.
T1588,Obtain Capabilities,40. The Obtain Capabilities attacker may use phishing emails that impersonate law enforcement or other authority figures.
T1588,Obtain Capabilities,42. The attacker may use fake job postings to lure victims into providing personal information.
T1588,Obtain Capabilities,43. The attacker may use fake software updates to deliver malware to target systems.
T1588,Obtain Capabilities,44. The attacker may use social engineering to trick victims into giving up their two-factor authentication credentials.
T1588,Obtain Capabilities,45. The attacker may use browser-based attacks to compromise target systems.
T1588,Obtain Capabilities,46. The attacker may use watering hole attacks that target specific industries or interest groups.
T1588,Obtain Capabilities,47. The attacker may use drive-by downloads to deliver malware to target systems.
T1588,Obtain Capabilities,48. The attacker may use phishing emails that exploit current events or news stories to lure victims.
T1588,Obtain Capabilities,49. The attacker may use ransomware that encrypts target systems and demands payment for their release.
T1588,Obtain Capabilities,50. The attacker may use supply chain attacks that compromise third-party vendors who have access to the target's network.
T1588,Obtain Capabilities,51. The attacker may use domain fronting to bypass network security measures.
T1588,Obtain Capabilities,52. The attacker may use file-sharing services to deliver malware to target systems.
T1588,Obtain Capabilities,53. The attacker may use social engineering to obtain remote access credentials from employees who work from home.
T1588,Obtain Capabilities,54. The attacker may use phishing emails that impersonate trusted vendors or partners of the target organization.
T1588,Obtain Capabilities,55. The attacker may use watering hole attacks that target specific websites frequented by the target individuals.
T1588,Obtain Capabilities,56. The attacker may use brute-force attacks against authentication systems to gain access to target accounts.
T1588,Obtain Capabilities,57. The attacker may use social engineering to trick victims into installing remote access tools on their systems.
T1588,Obtain Capabilities,58. The attacker may use drive-by downloads that exploit vulnerabilities in target browsers or plugins.
T1588,Obtain Capabilities,59. The attacker may use ransomware that encrypts backup systems as well as primary systems.
T1588,Obtain Capabilities,60. The attacker may use fake security alerts to trick victims into downloading malware.
T1588,Obtain Capabilities,61. The attacker may use social engineering to obtain target credentials through phishing calls or emails.
T1588,Obtain Capabilities,62. The attacker may use spear-phishing emails that appear to come from internal sources within the target organization.
T1588,Obtain Capabilities,63. The attacker may use watering hole attacks that target specific geographic locations or languages.
T1588,Obtain Capabilities,"64. The attacker may use fileless malware that resides only in system memory, making it difficult to detect."
T1588,Obtain Capabilities,65. The attacker may use social engineering to trick victims into providing their biometric authentication data.
T1588,Obtain Capabilities,"66. The attacker may use watering hole attacks that target specific interest groups, such as political activists."
T1588,Obtain Capabilities,67. The attacker may use brute-force attacks against network devices to gain access to target systems.
T1588,Obtain Capabilities,68. The attacker may use phishing emails that appear to come from trusted vendors or service providers.
T1588,Obtain Capabilities,"69. The attacker may use watering hole attacks that target specific types of websites, such as online shopping sites."
T1588,Obtain Capabilities,70. The attacker may use fake social media profiles to gather information about target individuals.
T1588,Obtain Capabilities,71. The attacker may use SQL injection attacks to gain access to target databases and steal sensitive information.
T1588,Obtain Capabilities,72. The attacker may use phishing emails that appear to come from senior executives within the target organization.
T1588,Obtain Capabilities,73. The attacker may use watering hole attacks that target specific operating systems or software versions.
T1588,Obtain Capabilities,74. The attacker may use social engineering to trick victims into providing their network credentials.
T1588,Obtain Capabilities,75. The attacker may use fake software downloads to deliver malware to target systems.
T1588,Obtain Capabilities,76. The attacker may use watering hole attacks that target specific job titles or departments within the target organization.
T1588,Obtain Capabilities,77. The attacker may use spear-phishing emails that appear to come from HR or other internal departments within the target organization.
T1588,Obtain Capabilities,78. The attacker may use brute-force attacks against remote access systems to gain entry into target networks.
T1588,Obtain Capabilities,79. The attacker may use watering hole attacks that target specific brands or product lines.
T1588,Obtain Capabilities,80. The attacker may use social engineering to trick victims into providing their mobile device management credentials.
T1588,Obtain Capabilities,81. The attacker may use phishing emails that impersonate tax authorities or other government agencies.
T1588,Obtain Capabilities,82. The attacker may use watering hole attacks that target specific conferences or events attended
T1588,Obtain Capabilities,1. The attacker may use social engineering tactics to gain access to sensitive information.
T1588,Obtain Capabilities,2. The attacker may use phishing emails to trick victims into providing login credentials.
T1588,Obtain Capabilities,3. The attacker may use malware to gain access to target systems and steal data.
T1588,Obtain Capabilities,4. The attacker may use brute-force attacks to guess passwords and gain access to target accounts.
T1588,Obtain Capabilities,5. The attacker may use SQL injection attacks to exploit vulnerabilities in web applications.
T1588,Obtain Capabilities,6. The attacker may use phishing emails that contain malicious links or attachments.
T1588,Obtain Capabilities,7. The attacker may use watering hole attacks to infect target systems.
T1588,Obtain Capabilities,8. The attacker may use zero-day exploits to gain access to target systems.
T1588,Obtain Capabilities,9. The attacker may use spear-phishing attacks to target specific individuals or groups.
T1588,Obtain Capabilities,10. The attacker may use social engineering tactics to obtain user credentials for remote access.
T1588,Obtain Capabilities,11. The attacker may use malware that disguises itself as legitimate software to infect target systems.
T1588,Obtain Capabilities,12. The attacker may use social engineering tactics to obtain user credentials for network access.
T1588,Obtain Capabilities,13. The attacker may use phishing emails that contain fake login pages to steal user credentials.
T1588,Obtain Capabilities,14. The attacker may use keylogging malware to steal user credentials and other sensitive information.
T1588,Obtain Capabilities,15. The attacker may use social engineering tactics to trick victims into installing malware.
T1588,Obtain Capabilities,16. The attacker may use phishing emails that contain fake invoices or purchase orders to steal financial information.
T1588,Obtain Capabilities,17. The attacker may use watering hole attacks to target specific industries or organizations.
T1588,Obtain Capabilities,18. The attacker may use ransomware to encrypt target systems and demand payment for their release.
T1588,Obtain Capabilities,19. The attacker may use social engineering tactics to obtain user credentials for cloud-based services.
T1588,Obtain Capabilities,20. The attacker may use malware that spreads through infected USB drives or other removable media.
T1588,Obtain Capabilities,21. The attacker may use phishing emails that appear to come from trusted sources to trick victims.
T1588,Obtain Capabilities,22. The attacker may use watering hole attacks that exploit vulnerabilities in target browsers or plugins.
T1588,Obtain Capabilities,23. The attacker may use social engineering tactics to obtain user credentials for VPNs or remote desktops.
T1588,Obtain Capabilities,24. The attacker may use malware that hijacks target systems and uses them to launch further attacks.
T1588,Obtain Capabilities,25. The attacker may use phishing emails that contain fake password reset requests to steal user credentials.
T1588,Obtain Capabilities,26. The attacker may use watering hole attacks to target specific geographic locations or languages.
T1588,Obtain Capabilities,27. The attacker may use social engineering tactics to obtain user credentials for mobile devices.
T1588,Obtain Capabilities,28. The attacker may use malware that takes advantage of unpatched vulnerabilities in target systems.
T1588,Obtain Capabilities,29. The attacker may use phishing emails that contain fake job offers to steal personal information.
T1588,Obtain Capabilities,30. The attacker may use watering hole attacks that target specific conferences or events attended by target individuals.
T1588,Obtain Capabilities,31. The attacker may use social engineering tactics to obtain user credentials for social media accounts.
T1588,Obtain Capabilities,32. The attacker may use malware that infects target systems through malicious ads or pop-ups.
T1588,Obtain Capabilities,33. The attacker may use phishing emails that contain fake security alerts to trick victims into installing malware.
T1588,Obtain Capabilities,"34. The attacker may use watering hole attacks that target specific types of websites, such as financial or healthcare."
T1588,Obtain Capabilities,35. The attacker may use social engineering tactics to obtain user credentials for email accounts.
T1588,Obtain Capabilities,36. The attacker may use malware that uses rootkits to evade detection by antivirus software.
T1588,Obtain Capabilities,37. The attacker may use phishing emails that appear to come from IT departments or help desks to steal user credentials.
T1588,Obtain Capabilities,38. The attacker may use watering hole attacks that target specific software versions or operating systems.
T1588,Obtain Capabilities,39. The attacker may use social engineering tactics to obtain user credentials for online banking.
T1588,Obtain Capabilities,40. The attacker may use malware that uses polymorphic code to evade detection by antivirus software.
T1588,Obtain Capabilities,41. The attacker may use phishing emails that contain fake shipping notifications to steal personal information.
T1588,Obtain Capabilities,42. The attacker may use watering hole attacks that exploit vulnerabilities in target third-party plugins or software.
T1588,Obtain Capabilities,43. The attacker may use social engineering tactics to obtain user credentials for online shopping websites.
T1588,Obtain Capabilities,44. The attacker may use malware that creates a backdoor in target systems to allow for future access.
T1588,Obtain Capabilities,45. The attacker may use phishing emails that contain fake urgent requests to steal user credentials.
T1588,Obtain Capabilities,"46. The attacker may use watering hole attacks that target specific groups of users, such as executives or employees."
T1588,Obtain Capabilities,47. The attacker may use social engineering tactics to obtain user credentials for online gaming accounts.
T1588,Obtain Capabilities,48. The attacker may use malware that uses sandbox evasion techniques to avoid detection by security systems.
T1588,Obtain Capabilities,49. The attacker may use phishing emails that contain fake subscription cancellations to steal personal information.
T1588,Obtain Capabilities,50. The attacker may use watering hole attacks that exploit vulnerabilities in target supply chain partners.
T1588,Obtain Capabilities,51. The attacker may use social engineering tactics to obtain user credentials for web hosting accounts.
T1588,Obtain Capabilities,52. The attacker may use malware that uses encryption to avoid detection by antivirus software.
T1588,Obtain Capabilities,53. The attacker may use phishing emails that contain fake software updates to steal user credentials.
T1588,Obtain Capabilities,54. The attacker may use watering hole attacks that exploit vulnerabilities in target chat or messaging platforms.
T1588,Obtain Capabilities,55. The attacker may use social engineering tactics to obtain user credentials for online storage or cloud services.
T1588,Obtain Capabilities,56. The attacker may use malware that uses rootkits and stealth techniques to remain undetected on target systems.
T1588,Obtain Capabilities,57. The attacker may use phishing emails that contain fake payment requests to steal financial information.
T1588,Obtain Capabilities,58. The attacker may use watering hole attacks that exploit vulnerabilities in target remote access software.
T1588,Obtain Capabilities,59. The attacker may use social engineering tactics to obtain user credentials for online productivity tools.
T1588,Obtain Capabilities,60. The attacker may use malware that uses advanced obfuscation techniques to avoid detection by antivirus software.
T1588,Obtain Capabilities,61. The attacker may use phishing emails that contain fake tax refund requests to steal personal and financial information.
T1588,Obtain Capabilities,62. The attacker may use watering hole attacks that exploit vulnerabilities in target video conferencing software.
T1588,Obtain Capabilities,63. The attacker may use social engineering tactics to obtain user credentials for online marketplaces.
T1588,Obtain Capabilities,64. The attacker may use malware that uses sandbox evasion and anti-debugging techniques to avoid detection by security systems.
T1588,Obtain Capabilities,65. The attacker may use phishing emails that contain fake charity donation requests to steal personal and financial information.
T1588,Obtain Capabilities,66. The attacker may use watering hole attacks that exploit vulnerabilities in target gaming platforms.
T1588,Obtain Capabilities,67. The attacker may use social engineering tactics to obtain user credentials for online project management tools.
T1588,Obtain Capabilities,68. The attacker may use malware that uses advanced command and control techniques to evade detection.
T1588,Obtain Capabilities,69. The attacker may use phishing emails that contain fake login alerts to steal user credentials.
T1588,Obtain Capabilities,70. The attacker may use watering hole attacks that exploit vulnerabilities in target email clients or webmail services.
T1588,Obtain Capabilities,71. The attacker may use social engineering tactics to obtain user credentials for online course platforms.
T1588,Obtain Capabilities,72. The attacker may use malware that uses rootkits and encrypted communication channels to avoid detection and maintain persistence.
T1588,Obtain Capabilities,73. The attacker may use phishing emails that contain fake order confirmations to steal personal and financial information.
T1588,Obtain Capabilities,74. The attacker may use watering hole attacks that exploit vulnerabilities in target online advertising platforms.
T1588,Obtain Capabilities,75. The attacker may use social engineering tactics to obtain user credentials for online event management tools.
T1588,Obtain Capabilities,76. The attacker may use malware that uses process hollowing or code injection techniques to avoid detection.
T1588,Obtain Capabilities,77. The attacker may use phishing emails that contain fake lottery or sweepstakes notifications to steal personal and financial information.
T1588,Obtain Capabilities,78. The attacker may use watering hole attacks that exploit vulnerabilities in target content management systems.
T1588,Obtain Capabilities,79. The attacker may use social engineering tactics to obtain user credentials for online survey platforms.
T1588,Obtain Capabilities,80. The attacker may use malware that uses fileless techniques to evade detection by antivirus software.
T1588,Obtain Capabilities,81. The attacker may use phishing emails that contain fake job application
T1588,Obtain Capabilities,81. The attacker may use spear-phishing emails that appear to come from trusted sources to trick victims into revealing sensitive information.
T1588,Obtain Capabilities,82. The attacker may use brute-force attacks to guess passwords and gain access to sensitive accounts.
T1588,Obtain Capabilities,83. The attacker may use social engineering tactics to trick victims into downloading and installing malicious software.
T1588,Obtain Capabilities,84. The attacker may use phishing emails that contain links to fake login pages to steal user credentials.
T1588,Obtain Capabilities,85. The attacker may use watering hole attacks that exploit vulnerabilities in target healthcare software.
T1588,Obtain Capabilities,86. The attacker may use social engineering tactics to obtain user credentials for online travel booking sites.
T1588,Obtain Capabilities,87. The attacker may use malware that uses polymorphic or metamorphic code to avoid detection by antivirus software.
T1588,Obtain Capabilities,88. The attacker may use phishing emails that contain fake package delivery notifications to steal personal information.
T1588,Obtain Capabilities,89. The attacker may use watering hole attacks that exploit vulnerabilities in target human resources software.
T1588,Obtain Capabilities,90. The attacker may use social engineering tactics to obtain user credentials for online dating sites.
T1588,Obtain Capabilities,91. The attacker may use malware that uses file obfuscation or encryption techniques to evade detection by antivirus software.
T1588,Obtain Capabilities,92. The attacker may use phishing emails that contain fake banking notifications to steal financial information.
T1588,Obtain Capabilities,93. The attacker may use watering hole attacks that exploit vulnerabilities in target e-commerce platforms.
T1588,Obtain Capabilities,94. The attacker may use social engineering tactics to obtain user credentials for online job search sites.
T1588,Obtain Capabilities,95. The attacker may use malware that uses anti-debugging or anti-analysis techniques to avoid detection.
T1588,Obtain Capabilities,96. The attacker may use phishing emails that contain fake software licenses to steal user credentials.
T1588,Obtain Capabilities,97. The attacker may use watering hole attacks that exploit vulnerabilities in target customer relationship management software.
T1588,Obtain Capabilities,98. The attacker may use social engineering tactics to obtain user credentials for online pet adoption sites.
T1588,Obtain Capabilities,99. The attacker may use malware that uses rootkits or kernel-level hooks to evade detection.
T1588,Obtain Capabilities,100. The attacker may use phishing emails that contain fake account verification requests to steal user credentials.
T1588,Obtain Capabilities,101. The attacker may use watering hole attacks that exploit vulnerabilities in target banking software.
T1588,Obtain Capabilities,102. The attacker may use social engineering tactics to obtain user credentials for online real estate sites.
T1588,Obtain Capabilities,103. The attacker may use malware that uses code injection or hooking techniques to avoid detection by antivirus software.
T1588,Obtain Capabilities,104. The attacker may use phishing emails that contain fake charity donation requests to steal personal and financial information.
T1588,Obtain Capabilities,105. The attacker may use watering hole attacks that exploit vulnerabilities in target cloud storage platforms.
T1588,Obtain Capabilities,106. The attacker may use social engineering tactics to obtain user credentials for online wedding planning sites.
T1588,Obtain Capabilities,107. The attacker may use malware that uses code obfuscation or encryption to avoid detection.
T1588,Obtain Capabilities,108. The attacker may use phishing emails that contain fake lottery or sweepstakes notifications to steal personal and financial information.
T1588,Obtain Capabilities,109. The attacker may use watering hole attacks that exploit vulnerabilities in target social media platforms.
T1588,Obtain Capabilities,110. The attacker may use social engineering tactics to obtain user credentials for online language learning sites.
T1588,Obtain Capabilities,111. The attacker may use malware that uses anti-forensic techniques to cover its tracks and evade detection.
T1588,Obtain Capabilities,112. The attacker may use phishing emails that contain fake job offer letters to steal personal information.
T1588,Obtain Capabilities,113. The attacker may use watering hole attacks that exploit vulnerabilities in target education software.
T1588,Obtain Capabilities,114. The attacker may use social engineering tactics to obtain user credentials for online book rental sites.
T1588,Obtain Capabilities,115. The attacker may use malware that uses polymorphic or metamorphic code to avoid detection by antivirus software.
T1588,Obtain Capabilities,116. The attacker may use phishing emails that contain fake urgent requests to steal user credentials.
T1588,Obtain Capabilities,117. The attacker may use watering hole attacks that exploit vulnerabilities in target supply chain partners.
T1588,Obtain Capabilities,118. The attacker may use social engineering tactics to obtain user credentials for online cooking sites.
T1588,Obtain Capabilities,119. The attacker may use malware that uses sandbox evasion techniques to avoid detection by security systems
T1588,Obtain Capabilities,120. The attacker may use phishing emails that contain fake software updates to steal user credentials.
T1588,Obtain Capabilities,121. The attacker may use watering hole attacks that exploit vulnerabilities in target logistics software.
T1588,Obtain Capabilities,122. The attacker may use social engineering tactics to obtain user credentials for online music streaming sites.
T1588,Obtain Capabilities,123. The attacker may use malware that uses code injection or hooking techniques to avoid detection by antivirus software.
T1588,Obtain Capabilities,124. The attacker may use phishing emails that contain fake password reset requests to steal user credentials.
T1588,Obtain Capabilities,125. The attacker may use watering hole attacks that exploit vulnerabilities in target enterprise resource planning software.
T1588,Obtain Capabilities,126. The attacker may use social engineering tactics to obtain user credentials for online personal finance management sites.
T1588,Obtain Capabilities,127. The attacker may use malware that uses fileless techniques to avoid detection by antivirus software.
T1588,Obtain Capabilities,128. The attacker may use phishing emails that contain fake discount offers to steal financial information.
T1588,Obtain Capabilities,129. The attacker may use watering hole attacks that exploit vulnerabilities in target payment processing software.
T1588,Obtain Capabilities,130. The attacker may use social engineering tactics to obtain user credentials for online genealogy sites.
T1588,Obtain Capabilities,131. The attacker may use malware that uses virtual machine detection or emulation detection techniques to evade detection.
T1588,Obtain Capabilities,132. The attacker may use phishing emails that contain fake tax refund notifications to steal personal and financial information.
T1588,Obtain Capabilities,133. The attacker may use watering hole attacks that exploit vulnerabilities in target project management software.
T1588,Obtain Capabilities,134. The attacker may use social engineering tactics to obtain user credentials for online art marketplaces.
T1588,Obtain Capabilities,135. The attacker may use malware that uses rootkits or kernel-level hooks to evade detection.
T1588,Obtain Capabilities,136. The attacker may use phishing emails that contain fake shipping notifications to steal personal information.
T1588,Obtain Capabilities,137. The attacker may use watering hole attacks that exploit vulnerabilities in target supply chain partners.
T1588,Obtain Capabilities,138. The attacker may use social engineering tactics to obtain user credentials for online fitness tracking sites.
T1588,Obtain Capabilities,139. The attacker may use malware that uses code obfuscation or encryption to avoid detection.
T1588,Obtain Capabilities,140. The attacker may use phishing emails that contain fake customer satisfaction surveys to steal personal and financial information.
T1588,Obtain Capabilities,141. The attacker may use watering hole attacks that exploit vulnerabilities in target logistics software.
T1588,Obtain Capabilities,142. The attacker may use social engineering tactics to obtain user credentials for online gardening sites.
T1588,Obtain Capabilities,143. The attacker may use malware that uses code injection or hooking techniques to avoid detection by antivirus software.
T1588,Obtain Capabilities,144. The attacker may use phishing emails that contain fake order confirmation emails to steal financial information.
T1588,Obtain Capabilities,145. The attacker may use watering hole attacks that exploit vulnerabilities in target electronic medical record systems.
T1588,Obtain Capabilities,146. The attacker may use social engineering tactics to obtain user credentials for online legal document sites.
T1588,Obtain Capabilities,147. The attacker may use malware that uses anti-forensic techniques to cover its tracks and evade detection.
T1588,Obtain Capabilities,148. The attacker may use phishing emails that contain fake warranty information to steal personal information.
T1588,Obtain Capabilities,149. The attacker may use watering hole attacks that exploit vulnerabilities in target software development tools.
T1588,Obtain Capabilities,150. The attacker may use social engineering tactics to obtain user credentials for online career counseling sites.
T1588,Obtain Capabilities,151. The attacker may use malware that uses anti-debugging or anti-analysis techniques to avoid detection.
T1588,Obtain Capabilities,152. The attacker may use phishing emails that contain fake software license renewals to steal user credentials.
T1588,Obtain Capabilities,153. The attacker may use watering hole attacks that exploit vulnerabilities in target government agency software.
T1588,Obtain Capabilities,154. The attacker may use social engineering tactics to obtain user credentials for online spiritual sites.
T1588,Obtain Capabilities,155. The attacker may use malware that uses polymorphic or metamorphic code to avoid detection by antivirus software.
T1588,Obtain Capabilities,156. The attacker may use phishing emails that contain fake health insurance notifications to steal personal information.
T1588,Obtain Capabilities,157. The attacker may use watering hole attacks that exploit vulnerabilities in target fleet management software.
T1588,Obtain Capabilities,158. The attacker may use social engineering tactics to obtain user credentials for online charity sites.
T1589,Gather Victim Identity Information,The attacker starts by scouring public sources like social media and online directories to gather personal information about the victim.
T1589,Gather Victim Identity Information,"The attacker may also use social engineering tactics, such as phishing emails or phone calls, to trick the victim into providing personal information."
T1589,Gather Victim Identity Information,The attacker may use keylogging or other types of malware to capture the victim's login credentials for various online accounts.
T1589,Gather Victim Identity Information,The attacker may search through the victim's garbage or recycling bins to find documents with personal information.
T1589,Gather Victim Identity Information,The attacker may steal mail from the victim's mailbox to obtain personal information.
T1589,Gather Victim Identity Information,The attacker may physically break into the victim's home or office to steal personal information.
T1589,Gather Victim Identity Information,The attacker may use a skimming device on an ATM or other payment terminal to capture the victim's credit card information.
T1589,Gather Victim Identity Information,"The attacker may steal the victim's identity documents, such as a passport or driver's license, to use for fraudulent purposes."
T1589,Gather Victim Identity Information,"The attacker may pose as a legitimate entity, such as a bank or government agency, to trick the victim into providing personal information."
T1589,Gather Victim Identity Information,The attacker may use publicly available information about the victim's friends and family to guess passwords or security questions.
T1589,Gather Victim Identity Information,"The attacker may use social media profiles to gather personal information about the victim's interests and hobbies, which can then be used to guess passwords or security questions."
T1589,Gather Victim Identity Information,The attacker may search for the victim's email address or phone number on public websites or forums.
T1589,Gather Victim Identity Information,The attacker may use social engineering tactics to gain access to the victim's email or other online accounts.
T1589,Gather Victim Identity Information,The attacker may use a fake job posting to lure the victim into providing personal information as part of a job application.
T1589,Gather Victim Identity Information,The attacker may use a fake survey or research study to gather personal information from the victim.
T1589,Gather Victim Identity Information,The attacker may use a fake charity or fundraiser to gather personal information from the victim.
T1589,Gather Victim Identity Information,The attacker may use a fake contest or sweepstakes to gather personal information from the victim.
T1589,Gather Victim Identity Information,The attacker may use a fake online store to gather credit card information from the victim.
T1589,Gather Victim Identity Information,The attacker may use a fake technical support scam to gain access to the victim's computer or personal information.
T1589,Gather Victim Identity Information,The attacker may use a fake antivirus software or other security tool to trick the victim into providing personal information.
T1589,Gather Victim Identity Information,The attacker may use a fake software update or installation to gain access to the victim's computer or personal information.
T1589,Gather Victim Identity Information,The attacker may use a fake email or website that appears to be from a legitimate source to trick the victim into providing personal information.
T1589,Gather Victim Identity Information,"The attacker may use a fake phone call from a legitimate source, such as a bank or government agency, to trick the victim into providing personal information."
T1589,Gather Victim Identity Information,The attacker may use a fake job interview or recruitment event to gather personal information from the victim.
T1589,Gather Victim Identity Information,The attacker may use a fake investment opportunity to gather personal and financial information from the victim.
T1589,Gather Victim Identity Information,The attacker may use a fake romantic interest to gather personal information from the victim.
T1589,Gather Victim Identity Information,The attacker may use a fake customer service representative to gain access to the victim's personal information or online accounts.
T1589,Gather Victim Identity Information,The attacker may use a fake social media account to gather personal information from the victim's friends and family.
T1589,Gather Victim Identity Information,The attacker may use a fake app or game to gather personal information from the victim's phone or computer.
T1589,Gather Victim Identity Information,The attacker may use a fake travel agency or booking site to gather personal and financial information from the victim.
T1589,Gather Victim Identity Information,The attacker may use a fake donation site or charity to gather personal and financial information from the victim.
T1589,Gather Victim Identity Information,The attacker may use a fake news site or article to gather personal and financial information from the victim.
T1589,Gather Victim Identity Information,34. The attacker may use a fake health or wellness site to gather personal information from the victim.
T1589,Gather Victim Identity Information,35. The attacker may use a fake government website to gather personal information from the victim.
T1589,Gather Victim Identity Information,36. The attacker may use a fake job board or recruitment site to gather personal information from job seekers.
T1589,Gather Victim Identity Information,37. The attacker may use a fake rental or real estate site to gather personal and financial information from renters or buyers.
T1589,Gather Victim Identity Information,38. The attacker may use a fake credit monitoring or identity theft protection service to gain access to the victim's personal and financial information.
T1589,Gather Victim Identity Information,39. The attacker may use a fake survey or poll to gather personal information from the victim.
T1589,Gather Victim Identity Information,40. The attacker may use a fake market research study to gather personal and financial information from the victim.
T1589,Gather Victim Identity Information,41. The attacker may use a fake financial advisor or investment advisor to gain access to the victim's financial information.
